Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE	Absolute score (sig.score)
BS_R439VVPK	0.0014556883302022	0	0.000603409316905684	0.0367655092188363	0	0.0647371740227106	0	0.0225407165945241	0.00633014119204183	0	0.0150279357616379	0.0258602516886739	0.047060434271657	0.0104999723428075	0.000236286777005768	0.063838761210351	0.00223252286781536	0	0	0.0043275393287903	0.0284836570760406	0	9999	-0.0302587691691159	1.10470401520306	0.33
BS_R6WNEEE4	0.00129252735828738	0	0	0	0.00937709800302813	0.0265807967719622	0	0.0154929585284012	0.0005862760296	0.0206051417763157	0	0.0101793873406525	0.000540412253083443	0.00470106432723361	0	0.0589487996422475	0	0	0.0966682596326408	0	0.00502727833654753	0	9999	-0.0449634719235672	1.12435846551585	0.25
BS_RCC8BXVE	0	0.0460226860042789	0.00940252920515645	0.010795047400164	0.0166027502596121	0	0	0.00417053479324685	0	0.0039283768465428	0	0.00621972158414208	0.0172021837988846	0	0	0.0753629265425347	0	0	0.0668977282954955	0	0	0.00339551526994195	9999	-0.0481186488127368	1.10229892302939	0.26
BS_RD4D5F9F	0.0106437731735875	0	0.000810056484830346	0.00296470680671972	0	0.0130069817204309	0	0.0060226611753907	0.00110088153275481	0	0	0.00505220767908537	0.0123671124535168	0.00542456074882782	0	0.121544947131037	0	0.00259940328513454	0.10265700012082	0	0.00580570768786413	0	9999	-0.0303210815600522	1.12518837896709	0.29
BS_RSRPX3S8	0	0.000520006155337039	0.000233826385995102	0.0780323154610817	0	0.0442903421833323	0	0.0144505257890812	0.000503637648326422	0	0	0.00275949567434224	0.0148811151090488	0	0	0.135277555460617	0.00101172881329123	0	0.0535015422642869	0	0.0045379090552595	0	9999	-0.0290799551407906	1.10002371356838	0.35
BS_S1M423AB	0	0.0103348002103768	0.0198193576822918	0.00895385469547385	0	0.0148109625132418	0	0.119155266971291	0	0	0.0174563466613698	0.0204629563639432	0.0446411434273588	0	0	0.19660215752746	0	0	0	0.0526535723416039	0.000574445810968921	0.0145351357946201	9999	-0.0501864216990823	1.10784695673757	0.52
BS_S69QZAJR	0.00257636245315509	0.0117087635503034	0.000112582486729611	0.0132637837112532	0	0.00743119814989939	0	0.0135901728223608	0	0	0	0.00784257618611442	0.00793937847705847	0.00366307942175078	0.00294849148748349	0.173400440974849	0	0	0.0355231702790424	0	0	0	9999	-0.0347623077315314	1.12973714102906	0.28
BS_SKGJ5SY9	0	0	0	0.0480455320135015	0	0.0814965064668123	0	0.0248066424374197	0	0	0.00436962677107294	0	0.045389187234608	0	0	0.26158061756142	0	0	0	0	0	0.00431188751516511	9999	-0.0297586925165735	1.12518910329961	0.47
BS_TA9WP4TH	0.149486732855982	0	0.0160346597040669	0.0640650522823633	0	0.0882922114063563	0	0.0446742364021092	0.0185627614990406	0	0	0.0782932132669425	0.0867564633606119	0	0	0.183673470699633	0	0.000131020938918294	0.0319182940975116	0	0	0.0981118834864643	9999	-0.0343397315502731	1.10260685371215	0.86
BS_TE0GVDNG	0	0.00203915980390492	0	0.0692445622037783	0	0.0786735491972756	0	0.00814540516008158	0	0	0	0.011807542383948	0.0203514635338384	0	0	0.0839955734721933	0	0	0.0231683898487888	0	0.00257435439619114	0	9999	-0.0381024642399456	1.11519675801989	0.3
BS_TW8DQH8J	0.00122135737597691	0	0	0.0242550070193263	0	0.0716019575879989	0	0.00461094352349462	0.00577947856472364	0	0.0172421764429797	0.0182538856383032	0.0386103980157026	0	0	0.0763910113183102	0.000363668686170908	0.000497263667067714	0.0334192596496682	0	0.0077535925102771	0	9999	-0.0362645241240089	1.09831088388156	0.3
BS_TYAYZ9ZW	0.00209616926117133	0	0	0.0227203945672772	0	0.0633262828316633	0	0.0321018636448661	0.0129536860276384	0	0.00220885862617882	0	0.023663322640348	0.0115960306295981	0.00305755163435071	0.0246742584072733	0.0023096365862654	0	0.0492766469926465	0	1.52981507227817e-05	0	9999	-0.0446472281865216	1.10843225818901	0.25
BS_TZVFR600	0	0	0	0.0577169589808565	0	0.0387468353461673	0	0.0342627370000155	0	0	0	0	0.0214615252829275	0.00512594872181303	0	0.0487946647535839	0	0	0	0	0.00389132991463625	0	9999	-0.0434326451829188	1.13244061380133	0.21
BS_V72H4RQS	0.00534207016960055	0	0.000706673299727956	0.000690021834921548	0	0.0386902119206755	0	0.0230372263980298	0.000724678099900706	0	0	0.00715060768183781	0.0052190092226287	0.0515441442593772	0.00212792195624807	0.114767435157052	0	0	0	0	0	0	9999	-0.0327159315676009	1.13501428348101	0.25
BS_V96WVE3Z	0.0160898869476825	0	0.0379506018850854	0	0.00115353903095204	0.00972762030407297	0	0.00246981100425385	0	0	0.00768205414057365	0	0.000433296883382774	0.0617071362070429	0	0.0202132405792676	0	0	0.00257281301768636	0	0	0	9999	0.0214554959396351	1.1453990492954	0.16
BS_V9HVBBDW	0.0305746305634764	0	0.00589651944467664	0.0403228551701646	0	0	0	0.0442153576575168	0	0	0	0.0207854654879061	0.0176896825073582	0	0	0.0613419778292203	0	0	0	0.0155467596852257	0.00677862685730723	0.00684812479714801	9999	-0.0668623812266785	1.11344610449016	0.25
BS_VA5T4KAA	0	0.000594711048224472	0	0.0186897563278673	0	0.0693684394591501	0	0.0121999442608183	0.00541087826123499	0	0.0122719310889708	0.00526490001306278	0.0119570376967563	0	0	0.0613972927151271	0	0	0.0153841115569751	0	0.00572998419063512	0.00173101338117764	9999	-0.0117415078783672	1.09721823765917	0.22
BS_VJVDJABP	0	0.0178031924338651	0.00854196981753024	0.00437441309403251	0.00389654965573393	0.0117171947986705	0	0.00100590178150209	0	0	0.00462317756566747	0	0.021038692055631	0	0.00260069198726755	0.221487849262966	0	0	0.0624965071672135	0	0.00243265369659305	0.00798120668332656	9999	-0.0421311363343766	1.13456104648103	0.37
BS_VMEX27TN	0.00141328804293515	0.00262048676691551	0.000922026030007148	0.0608075183196867	0	0.0255874542431556	0	0.000913173818452878	0.00054414109782516	0	0.00501773603590922	0.0160891466872967	0.0382320379600119	0.0205036486469828	0.0058200505109871	0.0444088807709217	0.00329189230751661	0	0.0519047734661939	0	0	0.041923745295202	9999	-0.0741198213728841	1.11577814194367	0.32
BS_VPBMDMQX	0.00384659798123373	0	0	0.0528771114961199	0	0.0750969784723251	0	0.0259584327776012	0	0	0	0.0148084137884285	0.0442449682938062	0.0120803403916969	0	0.055725061135464	0.0017110139547235	0	0.109594513729654	0	0.00405656797894687	0	9999	-0.0589867801433486	1.11071673780846	0.4
BS_VT6C6N6K	0	0	0.00102010539599389	0	0	0.0270404856178668	0	0.0258209965610088	0	0.0202551033146342	0	0.0163227622044314	0.00312151439751757	0	0	0.148393217149014	0	0	0.0851755489114916	0	0.00285026644804206	0	9999	-0.0246862283068851	1.1073543242531	0.33
BS_VVFBW0YH	0	0.0106635645036719	0.000263313697439026	0.0160976827690491	0	0.0795112480132699	0	0.0329143594662573	0	0	0.069665926105939	0	0.0325686022011942	0	0.000586095629062614	0.184859055070764	0	0	0	0.0328701525433529	0	0	9999	-0.0603593323293715	1.11717680584876	0.46
BS_W311713R	0	0.00982794856066084	0.00372177384736311	0.0552280731264822	0	0.211506343102136	0	0.0291688524471494	0	0	0.00740620246559842	0.00294445258895171	0.0498609323619237	0.0558489274491353	0.00626990323886337	0.0354842490404105	0	0	0.0502357503404678	0	0.00257999483220295	0.00991659659865493	9999	-0.0336573563352297	1.11114433744072	0.53
BS_W644VEVE	0.0463540345149549	0	0.0230617481870139	0.00754428843951148	0	0.00301650438008617	0	0.0220915422289019	0	0	0	0.0208134772924132	0.0174905430528614	0.0190583223689261	0.00220182151605382	0.0885702382158885	0	0	0	0.00691163917706636	0	0.00288584062632237	9999	-0.00659322432607132	1.10183110220003	0.26
BS_W9AT0MR7	0	0.0227314527074211	0	0.0160438402295122	0.000211886505867509	0	0	0.0393438503375637	0	0	0	0.0187399491679916	0.0428052130402563	0.000840556271205488	0	0.0937942184434833	0	0	0	0.00548903329669877	0	0	9999	-0.0619631961032619	1.11633670601405	0.24
BS_WH5HDE0A	0.000854608057466611	0.0034940673834975	0.0246558447746745	0.00471307439466648	0.00344441489849934	0	0	0.020248262580266	0	0	0	0.0126837575078058	0	0.189884264692849	0	0.0557269310909503	0	0	0	0.0213149231615669	0	0.0129798514577575	9999	-0.0225105626115943	1.18577333785628	0.35
BS_Y8D1F5WW	0.00163082972242463	0.00347405112326624	0	0.0489246929840634	0	0.0346540315390876	0	0.0131511443581501	0.0036134538725157	0	0	0.00288542535956159	0.00909535518573353	0.026630798801373	0.000840118735508898	0.019320041965961	0	0	0.0151011363963972	0	0.000678919955957114	0	9999	-0.0383028564710251	1.11783529059702	0.18
BS_YEB88D32	0.010660435856094	0	8.44530805676922e-05	0.0146277465274541	0	0.0198581472040293	0	0.019172156373877	0	0	0	0.00200947899946759	0.00497389659617188	0	0	0.0699612861985248	0	0	0.0289256050144832	0	0.00553368410225572	0.00419311004707465	9999	-0.0696339537444982	1.10586558227975	0.18
BS_YETBN0RQ	0.000955374093390493	0	0	0.00614758920379288	0	0.0111485271037886	0	0.0155693495070601	0.00150724875802977	0.000333691623042639	0	0.00864224404837602	0.00580622445719968	0.0150791905585474	0.00315025272228807	0.0242946817189778	0	0	0.030713304511228	0	0.00665232169427849	0	9999	-0.0353279994819495	1.09350485034809	0.13
BS_Z45HD492	0.028195848616231	0	0	0.0723162208180761	0	0.0792022087242007	0	0.0535313240962555	0	0	0	0.0412071955706305	0.0349248278044954	0.00334801625183903	0	0.00275990998818227	0	0	0	0.0667659205166109	0.0312377617168729	0.0265107658966057	9999	-0.0222316180373161	1.12338772835906	0.44
BS_Z7PKVY9J	0.0232540883922838	0	0	0.0325689337079218	0	0.0299911780638656	0	0.0189349521499345	0	0	0	0.0174596427284208	0.0190014508765928	0	0.00045124566432286	0.0304366906744762	0	0	0.0121966215835846	0	0	0.00570519615859715	9999	-0.0642090090346992	1.11843211385583	0.19
BS_ZV68CES9	0.00261041119223105	0	0	0	0	0.0556766422052336	0	0.0275657482643653	0.000558462990667794	0	0	0.0361696601008354	0.0129396712104405	0	0	0.151401565222944	0	0.00136037114561539	0.0747025665507305	0	0.00701490111693604	0	9999	-0.00926216486088512	1.09269833433039	0.37
BS_ZXYDSBM9	0	0	0	0.0360248113796396	0	0.029746561968514	0	0.0145737579809086	0	0	0	0.00613697411526213	0.00914696329882911	0	0	0.0937345669305552	0	0	0.0106363643262913	0	0	0	9999	-0.0526727925612829	1.12093734535178	0.2
